Upplýsingar úr Slysaskrá Samgöngustofu;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
DAGS;TÍMI;MEIÐSLI;STAÐSETNING;FLOKKUR;ÖKUTÆKI1;ÖKUTÆKI2;ÖKUTÆKI3;ÖKUTÆKI4;ÖKUTÆKI5;SLASAÐIR1;SLASAÐIR2;SLASAÐIR3;SLASAÐIR4;SLASAÐIR5;SLASAÐIR6
2.12.2016;20:36:00;Alvarleg slys;Breiðholtsbraut - Reykjanesbraut;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;14 ára Karl, Farþegi reiðhjóls, Ökutæki ekki í Ekju, Lítið slasaður;16 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;
2.12.2016;16:45:00;Alvarleg slys;Kringlumýrarbraut;Framanákeyrsla;Fólksbifreið;Fólksbifreið;;;;49 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;25 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
2.12.2016;14:59:00;Alvarleg slys;Reynishverfisvegur, Suðurlandsvegur;Útafakstur og bílveltur;Fólksbifreið;;;;;34 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
29.11.2016;07:20:00;Alvarleg slys;Nýbýlavegur, Ástún, Þverbrekka;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;33 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
28.11.2016;19:43:00;Alvarleg slys;Suðurlandsvegur, Álftaver, skammt vestan við;Útafakstur og bílveltur;Fólksbifreið;;;;;35 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;;;
28.11.2016;08:41:00;Alvarleg slys;Sóleyjargata,Bragagata, ;Slys á óvörðum vegfaranda;Hópbifreið II;;;;;52 ára Kona, Fótgangandi, Hópbifreið II, Alvarlega slasaður;;;;;
23.11.2016;16:44:00;Alvarleg slys;Dalvegur, Vínbúðin, gegnt  -  Á eða við bifreiðastæði;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;71 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
22.11.2016;11:58:00;Alvarleg slys;Gjáhella, Breiðhella;Hliðarákeyrsla;Sendibifreið;Vörubifreið I;Fólksbifreið;Sendibifreið;;58 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;54 ára Karl, Ökumaður, Vörubifreið I, Alvarlega slasaður;;;;
13.11.2016;00:07:00;Alvarleg slys;Laugavegur, Vegamótastígur við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Sendibifreið;;;;;39 ára Karl, Fótgangandi, Sendibifreið, Alvarlega slasaður;;;;;
11.11.2016;10:48:00;Alvarleg slys;Suðurlandsvegur, Þórsmerkurvegur;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;48 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;25 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
9.11.2016;17:12:00;Alvarleg slys;Vesturlandsvegur -  Ártúnsbrekka;Aftanákeyrsla;Fólksbifreið;Sendibifreið;;;;45 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
4.11.2016;08:11:00;Alvarleg slys;Hrísrimi - bifreiðstæði við Rimaskóla;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;7 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
28.10.2016;10:29:00;Alvarleg slys;Suðurlandsvegur, Rauðalækur við;Framanákeyrsla;Fólksbifreið;Sendibifreið;;;;63 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;32 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;28 ára Kona, Ökumaður, Sendibifreið, Lítið slasaður;;;
26.10.2016;12:39:00;Alvarleg slys;Borgarholtsbraut, Hús nr. 7, við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;54 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
26.10.2016;07:56:00;Alvarleg slys;Stórhöfði, rétt vestan við gatnamót við Viðarhöfða.  -    ;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;31 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
25.10.2016;18:46:00;Alvarleg slys;Móts við hesthúsabyggðina;Ekið á hlut á eða við akbraut;Fólksbifreið;;;;;16 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;;;;;
25.10.2016;10:18:00;Alvarleg slys;Þingvallavegur, Bugða, skammt austan við.;Útafakstur og bílveltur;Hópbifreið II;;;;;58 ára Karl, Ökumaður, Hópbifreið II, Lítið slasaður;54 ára Kona, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;47 ára Kona, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;48 ára Karl, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;42 ára Kona, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;60 ára Kona, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður
24.10.2016;09:04:00;Alvarleg slys;Digranesvegur, Dalvegur, hringtorg  - ;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;33 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
22.10.2016;07:48:00;Alvarleg slys;Sólvallagata, gegnt Faxabraut 25  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;64 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
20.10.2016;19:40:00;Alvarleg slys;Kísilvegur (87)  -  við Norðausturveg  ;Útafakstur og bílveltur;Fólksbifreið;;;;;57 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
20.10.2016;15:07:00;Alvarleg slys;Bifreiðastæði Nýbýlavegur 22, við;Slys á óvörðum vegfaranda;Fólksbifreið;Sendibifreið;;;;46 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;15 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;;;;
19.10.2016;20:18:00;Alvarleg slys;Breiðholtsbraut, Jaðarsel, við;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;23 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;25 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
19.10.2016;12:50:00;Alvarleg slys;Guðbrandsgata, norðan við Hótel Sögu;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;31 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
17.10.2016;20:47:00;Alvarleg slys;Grindavíkurvegur, Seltjörn, á móts við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;20 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
17.10.2016;12:47:00;Alvarleg slys;Reykjanesbraut, Reykdalsbrekka, rétt vestan við;Hliðarákeyrsla;Fólksbifreið;Þungt bifhjól;;;;32 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;37 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;
14.10.2016;12:06:00;Alvarleg slys;Hörgárbraut, Glerá, norðan við  -  Gangbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;45 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
14.10.2016;02:41:00;Alvarleg slys;Hringbraut, Suðurgata;Útafakstur og bílveltur;Fólksbifreið;;;;;24 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
12.10.2016;13:51:00;Alvarleg slys;Suðurlandsvegur, Við Hvítanes;Hliðarákeyrsla;Fólksbifreið;Dráttarvél;;;;31 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;30 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;66 ára Kona, Ökumaður, Dráttarvél, Lítið slasaður;;;
9.10.2016;13:16:00;Alvarleg slys;Reykjanesbraut, Fyrir ofan Hafnarveg  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;59 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;58 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
8.10.2016;05:09:00;Alvarleg slys;Vitastígur, Skúlagata, við;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;37 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
7.10.2016;07:51:00;Alvarleg slys;Elliðaárdalur  - fyrir neðan stíflu;Slys á óvörðum vegfaranda;Reiðhjól;;;;;49 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
4.10.2016;19:44:00;Alvarleg slys;Fífuhvammsvegur, Fífa við;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;49 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;28 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
30.9.2016;11:27:00;Alvarleg slys;Hringvegur, Hvanneyrarafleggjari, við;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;77 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;55 ára Kona, Farþegi í aftursæti m, Fólksbifreið, Alvarlega slasaður;42 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;;;
30.9.2016;08:14:00;Alvarleg slys;Holtavegur, Skipasund  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;12 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
26.9.2016;14:00:00;Alvarleg slys;Svínafell ;Fall af bifhjóli;Torfæruhjól;;;;;82 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
22.9.2016;19:09:00;Alvarleg slys;Geirsgata;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;26 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.9.2016;18:24:00;Alvarleg slys;Þórstún, Smáratún, við;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;9 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
19.9.2016;13:03:00;Alvarleg slys;Gangstígur meðfram Glerá  og Skarðshlíð;Slys á óvörðum vegfaranda;Reiðhjól;;;;;15 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.9.2016;09:35:00;Alvarleg slys;Stafnesvegur - móts við Bala;Útafakstur og bílveltur;Fólksbifreið;;;;;41 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
17.9.2016;11:20:00;Alvarleg slys;Fnjóskadalsvegur eystri (835), Maríuskógur, við;Útafakstur og bílveltur;Fólksbifreið;;;;;56 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
16.9.2016;15:15:00;Alvarleg slys;Hverfisgata;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;35 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
15.9.2016;10:53:00;Alvarleg slys;Leiðólfsstaðir, malarnámur;Útafakstur og bílveltur;Vörubifreið II;;;;;47 ára Karl, Ökumaður, Vörubifreið II, Alvarlega slasaður;;;;;
14.9.2016;11:00:00;Alvarleg slys;Hringvegur, Skriðdalur, móts við Litla-Sandfell  -   ;Útafakstur og bílveltur;Fólksbifreið;;;;;32 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
11.9.2016;20:28:00;Alvarleg slys;Nesvegur/Skerjabraut;Hliðarákeyrsla;Reiðhjól;Fólksbifreið;;;;48 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
10.9.2016;15:14:00;Alvarleg slys;Reykjanesbraut;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;;;57 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;24 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;15 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;37 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;4 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;6 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður
10.9.2016;10:43:00;Alvarleg slys;Folaldadalir vegslóði;Fall af bifhjóli;Þungt bifhjól;;;;;42 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
9.9.2016;16:32:00;Alvarleg slys;Norðausturvegur, vegslóði -  Á eða við akbraut;Útafakstur og bílveltur;Vörubifreið II;;;;;43 ára Karl, Ökumaður, Vörubifreið II, Alvarlega slasaður;;;;;
9.9.2016;13:37:00;Alvarleg slys;Vesturlandsvegur, Sólbakka,við;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;13 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
4.9.2016;17:43:00;Alvarleg slys;Ólafsfjarðarvegur, Djúpárbakki, afleggjari við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Dráttarvél;;;;42 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;60 ára Karl, Ökumaður, Dráttarvél, Alvarlega slasaður;;;;
4.9.2016;15:06:00;Alvarleg slys;Kjarnagata;Slys á óvörðum vegfaranda;Reiðhjól;;;;;40 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
3.9.2016;21:22:00;Alvarleg slys;Vatnsdalsvegur;Útafakstur og bílveltur;Fólksbifreið;;;;;36 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;41 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
3.9.2016;20:37:00;Alvarleg slys;Höfðabakki/Bíldshöfði;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;32 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;7 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;;;;
29.8.2016;13:59:00;Alvarleg slys;Uxahryggjavegur, Litla-Brunnavatn,  ;Fall af bifhjóli;Þungt bifhjól;;;;;31 ára Kona, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
28.8.2016;15:24:00;Alvarleg slys;Flateyrarhöfn ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;62 ára Kona, Fótgangandi, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
27.8.2016;17:00:00;Alvarleg slys;Slóði við Skælinga;Slys á óvörðum vegfaranda;Reiðhjól;;;;;37 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
25.8.2016;17:11:00;Alvarleg slys;Bárðardalur, Eyjadalur;Fall af bifhjóli;Þungt bifhjól;;;;;52 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
25.8.2016;15:20:15;Alvarleg slys;Stekkjarbakki - Álfabakki hringtorg;Annað;Reiðhjól;Sendibifreið;;;;48 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
24.8.2016;17:03:00;Alvarleg slys;Reykjanesbraut, Ásvellir móts við;Útafakstur og bílveltur;Fólksbifreið;;;;;27 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
24.8.2016;15:32:00;Alvarleg slys;Gangstétt móts við Katrínartún 5;Slys á óvörðum vegfaranda;Reiðhjól;Reiðhjól;;;;27 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Lítið slasaður;53 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;
22.8.2016;17:55:00;Alvarleg slys;Laxárdalsheiði, ;Útafakstur og bílveltur;Fólksbifreið;;;;;10 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;12 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;;;;
22.8.2016;16:07:00;Alvarleg slys;Dalsbraut,Þingvallastræti, KA- heimilið, við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;18 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
22.8.2016;10:11:00;Alvarleg slys;Bakkavegur, Kanastaðir, við  -  Á/við gatnamót;Hliðarákeyrsla;Vörubifreið II;Fólksbifreið;;;;25 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;49 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
20.8.2016;19:00:00;Alvarleg slys;Mælifellsdalsvegur, Kiðaskarð;Fall af bifhjóli;Torfæruhjól;;;;;21 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
19.8.2016;17:40:00;Alvarleg slys;Hrafntinnusker ;Slys á óvörðum vegfaranda;Reiðhjól;;;;;48 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
14.8.2016;13:18:00;Alvarleg slys;Tryggvagata;Annað;Fólksbifreið;;;;;30 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
12.8.2016;16:02:00;Alvarleg slys;Landvegur, Rétt sunnan við afleggjara að Dómadalsleið  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;52 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;66 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
12.8.2016;14:50:00;Alvarleg slys;Breiðholtsbraut/Vatnsendahvarf;Hliðarákeyrsla;Reiðhjól;Sendibifreið;;;;15 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
10.8.2016;08:54:00;Alvarleg slys;Fjallkonuvegur/ Logafold;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;19 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
9.8.2016;17:55:00;Alvarleg slys;Bifreiðastæði við Lögreglustöðina við Þórunnarstræti;Slys á óvörðum vegfaranda;Reiðhjól;;;;;37 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
8.8.2016;14:58:00;Alvarleg slys;Möðrudalsleið, ;Fall af bifhjóli;Þungt bifhjól;;;;;52 ára Kona, Farþegi í aftursæti m, Þungt bifhjól, Alvarlega slasaður;;;;;
6.8.2016;20:23:00;Alvarleg slys;Gunnarsbraut ;Slys á óvörðum vegfaranda;Hjól með hjálparvél;;;;;14 ára Karl, Farþegi reiðhjóls, Hjól með hjálparvél, Alvarlega slasaður;;;;;
3.8.2016;14:44:00;Alvarleg slys;Hólsfjallavegur;Útafakstur og bílveltur;Fólksbifreið;;;;;53 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
1.8.2016;18:41:00;Alvarleg slys;Uxahryggjavegur;Fall af bifhjóli;Þungt bifhjól;;;;;40 ára Kona, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
31.7.2016;15:29:00;Alvarleg slys;Hafnarbrú, Eyrarbakkavegur, móts við  -   ;Hliðarákeyrsla;Þungt bifhjól;Fólksbifreið;;;;45 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
28.7.2016;15:02:00;Alvarleg slys;Austurvegur, Sigtún, við;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;81 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
26.7.2016;21:05:00;Alvarleg slys;Hveramörk  -  Heilsugæslan, baka til göngustígur;Slys á óvörðum vegfaranda;Reiðhjól;;;;;11 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
24.7.2016;18:50:00;Alvarleg slys;Suðurlandsvegur, Vellir, við;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;18 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;13 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;16 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;46 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;
23.7.2016;21:53:00;Alvarleg slys;Víkurbraut, Heiðarhraun;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;18 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
23.7.2016;11:13:00;Alvarleg slys;Malarvegur meðfram Vatnsnesvegi móts við  Mörk, ;Útafakstur og bílveltur;Fólksbifreið;;;;;17 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;17 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
21.7.2016;21:20:00;Alvarleg slys;Norðurbraut, móts við nr. 32;Slys á óvörðum vegfaranda;Reiðhjól;;;;;39 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
18.7.2016;17:00:00;Alvarleg slys;Hringvegur 1, Munaðarnes, við;Hliðarákeyrsla;Fólksbifreið;Hópbifreið II;;;;5 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;31 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;32 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;
14.7.2016;18:06:00;Alvarleg slys;Bústaðavegur/Sogavegur;Hliðarákeyrsla;Þungt bifhjól;Fólksbifreið;;;;58 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
13.7.2016;01:57:00;Alvarleg slys;Sæbraut - móts við Íslandsbanka;Ekið á hlut á eða við akbraut;Fólksbifreið;;;;;17 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
8.7.2016;15:47:00;Alvarleg slys;Dettifossvegur vestari (862), Meiðavallaskógur, sunnan við;Fall af bifhjóli;Þungt bifhjól;;;;;69 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
8.7.2016;10:43:00;Alvarleg slys;Reykjanesbraut - undir Breiðholtsbrúnni;Aftanákeyrsla;Vörubifreið I;Vörubifreið I;Fólksbifreið;;;47 ára Karl, Fótgangandi, Vörubifreið I, Alvarlega slasaður;32 ára Karl, Ökumaður, Vörubifreið I, Lítið slasaður;;;;
7.7.2016;19:00:00;Alvarleg slys;Göngustígur fyrir aftan Melaveg.;Ekið á hlut á eða við akbraut;Torfæruhjól;;;;;19 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
4.7.2016;11:48:00;Alvarleg slys;Þjóðvegur  -  Vestan við Leynistanga/Lindarbrekku;Útafakstur og bílveltur;Ökutæki ekki í Ekju;;;;;51 ára Kona, Farþegi í aftursæti v, Ökutæki ekki í Ekju, Alvarlega slasaður;53 ára Kona, Farþegi í aftursæti h, Ökutæki ekki í Ekju, Alvarlega slasaður;55 ára Karl, Farþegi í framsæti, Ökutæki ekki í Ekju, Lítið slasaður;;;
26.6.2016;17:52:00;Alvarleg slys;Reykjanesbraut, Strandarheiði;Útafakstur og bílveltur;Fólksbifreið;;;;;21 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;19 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
26.6.2016;14:44:00;Alvarleg slys;Digranesvegur, Brattabrekka, við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;12 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
26.6.2016;12:42:00;Alvarleg slys;Reykjastrandarvegur, Steinn, ofan við  -  Á eða við akbraut;Útafakstur og bílveltur;Sendibifreið;;;;;59 ára Kona, Farþegi í framsæti, Sendibifreið, Alvarlega slasaður;68 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;;;;
22.6.2016;16:16:00;Alvarleg slys;Bústaðavegur, Stjörnugróf  -  Á/við gatnamót;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;79 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
21.6.2016;12:28:00;Alvarleg slys;Baldursgata, Lokastígur, við  -  Á/við gatnamót;Hliðarákeyrsla;Reiðhjól;Fólksbifreið;;;;60 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.6.2016;19:27:00;Alvarleg slys;Hringvegur, Hoffell, móts við;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;30 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;37 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;;;;
17.6.2016;10:13:00;Alvarleg slys;Sæbrau/ Skúlagata - móts við Sólfarið;Fall af bifhjóli;Þungt bifhjól;Fólksbifreið;;;;49 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
17.6.2016;09:54:00;Alvarleg slys;Suðurlandsvegur  -  Ásmundastaðarveg  móts við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;35 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
15.6.2016;17:03:00;Alvarleg slys;Dalsbraut, Norðurslóð, við  -  Gangbraut;Fall af bifhjóli;Þungt bifhjól;;;;;56 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
14.6.2016;12:48:00;Alvarleg slys;Göngu/hjólreiðastígur  móts við Miðhraun;Slys á óvörðum vegfaranda;Reiðhjól;;;;;36 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
13.6.2016;16:05:00;Alvarleg slys;Útnesvegur, Vatnshellir, afleggjari að;Útafakstur og bílveltur;Fólksbifreið;;;;;42 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;62 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
